"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"89","bmg2025wjxn","2025-11-15T11:53:11.812146Z","-9.229514122009277","123.8089141845703","4.60610717789169","MLv","69","93","56.58978271484375","Timor Region","BMKG"
"90","bmg2025wjkz","2025-11-15T05:33:32.079999Z","4.092057228088379","126.7856903076172","5.431081845081533","Mw","48","187","49.56917572021484","Talaud Islands, Indonesia","BMKG"
"91","bmg2025wjal","2025-11-15T00:14:29.371685Z","-6.334147453308105","132.3844451904297","4.714257984953201","M","50","73","52.21162414550781","Tanimbar Islands Region, Indonesia","BMKG"
"92","bmg2025wgwu","2025-11-13T20:07:20.585376Z","4.667726039886475","95.36883544921875","4.289104291064717","Mw","55","76","183.46153259277344","Northern Sumatra, Indonesia","BMKG"
"93","bmg2025wguq","2025-11-13T19:01:22.894374Z","-3.4251034259796143","140.37596130371094","4.0092920439246846","MLv","11","26","78.43811798095703","West Papua, Indonesia","BMKG"
"94","bmg2025wfpy","2025-11-13T03:31:04.693441Z","4.0550103187561035","127.77365112304688","4.819201621136968","Mw","122","124","155.14542388916016","Talaud Islands, Indonesia","BMKG"
"95","bmg2025wffo","2025-11-12T22:16:06.750024Z","-1.882616639137268","138.98385620117188","4.325906920398138","Mw(mB)","28","31","193.9056167602539","Near North Coast of West Papua","BMKG"
"96","bmg2025wdra","2025-11-12T01:47:31.097822Z","-0.5380381345748901","122.69757843017578","4.1388201921613064","Mw(mB)","5","59","36.80354690551758","Minahassa Peninsula, Sulawesi","BMKG"
"97","bmg2025wdou","2025-11-12T00:40:16.225694Z","-4.488700866699219","136.96994018554688","4.196922641086572","MLv","45","26","105.792724609375","West Papua Region, Indonesia","BMKG"
"98","bmg2025wdjj","2025-11-11T21:55:37.24358Z","-4.64934778213501","102.74671173095703","4.090924786162322","MLv","30","74","89.49624633789062","Southern Sumatra, Indonesia","BMKG"
"99","bmg2025wdih","2025-11-11T21:23:34.192153Z","-5.36198091506958","133.8756103515625","4.737830749526982","Mw","31","179","25.51642608642578","Aru Islands Region, Indonesia","BMKG"
"100","bmg2025wbvp","2025-11-11T01:50:19.545699Z","-7.369322299957275","129.46974182128906","4.612582098677232","MLv","146","70","56.61726379394531","Banda Sea","BMKG"
"101","bmg2025wbus","2025-11-11T01:23:17.405888Z","-8.708300590515137","127.28893280029297","4.782964011701595","mb","15","111","57.76193237304688","Timor Region","BMKG"
"102","bmg2025wbuh","2025-11-11T01:10:25.073584Z","-7.652810573577881","127.5443344116211","4.4580930297546253","MLv","161","61","59.9227294921875","Banda Sea","BMKG"
"103","bmg2025wbin","2025-11-10T19:14:13.061309Z","-6.5006103515625","130.17019653320312","4.788936771155426","Mw","168","229","27.98089599609375","Banda Sea","BMKG"
"104","bmg2025wapc","2025-11-10T09:24:56.594331Z","-7.045183658599854","131.46287536621094","4.269892865718498","MLv","59","23","125.8869743347168","Tanimbar Islands Region, Indonesia","BMKG"
"105","bmg2025wank","2025-11-10T08:33:26.282674Z","3.079268455505371","127.89403533935547","4.218587892335841","MLv","113","55","153.92808532714844","Talaud Islands, Indonesia","BMKG"
