date,y_true,prob,pred,kp,mag_true,mag_pred,azm_true,azm_pred
2026-02-27,0.0,0.43955451250076294,0,3.0,0.0,4.9758806228637695,0.0,107.47467041015625
2026-02-28,1.0,0.43955451250076294,0,2.6670000553131104,5.712497711181641,4.971924304962158,64.41874694824219,108.2391128540039
2026-03-01,0.0,0.43955451250076294,0,2.6670000553131104,0.0,4.944726467132568,0.0,89.31974029541016
2026-03-02,1.0,0.43955451250076294,0,1.6670000553131104,5.07785177230835,4.986696720123291,108.98114776611328,107.95361328125
2026-03-03,1.0,0.0,0,5.0,6.095551490783691,4.991977214813232,286.08917236328125,99.18317413330078
2026-03-04,0.0,0.43955451250076294,0,3.0,0.0,4.943696022033691,0.0,89.23301696777344
2026-03-05,0.0,0.43955451250076294,0,1.6670000553131104,0.0,4.986238479614258,0.0,97.17635345458984
2026-03-06,1.0,0.43955451250076294,0,3.0,5.112719535827637,4.964738368988037,75.60092163085938,107.80960845947266
2026-03-07,1.0,0.43955451250076294,0,4.0,5.173817157745361,4.951197147369385,269.4271240234375,88.58367156982422
2026-03-08,1.0,0.43955451250076294,0,4.333000183105469,5.347361087799072,4.951349258422852,286.3808288574219,88.54058837890625
2026-03-09,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.944580554962158,0.0,90.1142807006836
2026-03-10,0.0,0.43955451250076294,0,4.0,0.0,4.946033477783203,0.0,88.75201416015625
2026-03-11,0.0,0.43955451250076294,0,3.6670000553131104,0.0,4.943938732147217,0.0,91.27931213378906
2026-03-12,1.0,0.43955451250076294,0,2.3329999446868896,5.176245212554932,4.95576810836792,242.59133911132812,92.84237670898438
2026-03-13,0.0,0.0,0,5.666999816894531,0.0,4.984279155731201,0.0,97.9362564086914
2026-03-14,0.0,0.0,0,6.0,0.0,5.000010013580322,0.0,88.50720977783203
2026-03-15,0.0,0.43955451250076294,0,4.0,0.0,4.953068733215332,0.0,88.54065704345703
2026-03-16,1.0,0.43955451250076294,0,2.6670000553131104,5.347672939300537,4.947781085968018,123.38438415527344,89.00553131103516
2026-03-17,0.0,0.43955451250076294,0,1.6670000553131104,0.0,4.991165637969971,0.0,98.00987243652344
2026-03-18,0.0,0.43955451250076294,0,1.6670000553131104,0.0,4.9932074546813965,0.0,108.23100280761719
2026-03-19,0.0,0.43955451250076294,0,1.0,0.0,5.0456976890563965,0.0,108.43169403076172
2026-03-20,0.0,0.0,0,6.333000183105469,0.0,4.951866149902344,0.0,109.92607116699219
2026-03-21,1.0,0.0,0,7.0,5.177125453948975,5.006864070892334,247.49195861816406,88.54464721679688
2026-03-22,0.0,0.0,0,7.0,0.0,5.0075364112854,0.0,88.66781616210938
2026-03-23,0.0,0.0,0,5.0,0.0,4.994297027587891,0.0,88.62149047851562
2026-03-24,0.0,0.43955451250076294,0,3.6670000553131104,0.0,4.983829498291016,0.0,88.42620849609375
2026-03-25,0.0,0.0,0,5.0,0.0,4.953146934509277,0.0,88.43525695800781
2026-03-26,1.0,0.43955451250076294,0,3.0,6.003528594970703,4.941741466522217,92.255859375,89.54443359375
2026-03-27,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.947216510772705,0.0,89.22016143798828
2026-03-28,1.0,0.43955451250076294,0,3.3329999446868896,6.223067283630371,4.961519718170166,108.78990173339844,88.46216583251953
2026-03-29,1.0,0.43955451250076294,0,3.6670000553131104,5.212764263153076,4.943325996398926,67.80311584472656,88.98001861572266
2026-03-30,0.0,0.43955451250076294,0,3.3329999446868896,0.0,4.944551944732666,0.0,91.53750610351562
2026-03-31,0.0,0.43955451250076294,0,2.6670000553131104,0.0,4.97812032699585,0.0,96.37810516357422
2026-04-01,1.0,0.43955451250076294,0,3.0,7.528018951416016,4.972822189331055,77.27322387695312,108.73657989501953
2026-04-02,1.0,0.0,0,6.0,6.20285701751709,5.000654697418213,78.37062072753906,88.52251434326172
2026-04-03,1.0,0.0,0,6.666999816894531,5.637457370758057,5.000258445739746,77.95892333984375,88.45003509521484
2026-04-04,1.0,0.43955451250076294,0,4.0,5.914151668548584,4.988173007965088,64.71111297607422,88.46888732910156
2026-04-05,0.0,0.43955451250076294,0,3.6670000553131104,0.0,4.96491003036499,0.0,88.41520690917969
2026-04-06,0.0,0.43955451250076294,0,2.6670000553131104,0.0,4.946791172027588,0.0,89.08821105957031
2026-04-07,0.0,0.43955451250076294,0,3.0,0.0,4.941476345062256,0.0,89.62715911865234
2026-04-08,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.9532599449157715,0.0,88.70670318603516
2026-04-09,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.951383113861084,0.0,88.82494354248047
2026-04-10,0.0,0.43955451250076294,0,4.333000183105469,0.0,4.953773021697998,0.0,92.9435043334961
2026-04-11,0.0,0.43955451250076294,0,4.0,0.0,4.964890480041504,0.0,94.56151580810547
2026-04-12,0.0,0.43955451250076294,0,2.3329999446868896,0.0,5.013735294342041,0.0,103.61520385742188
2026-04-13,0.0,0.43955451250076294,0,1.0,0.0,5.029515743255615,0.0,108.25450897216797
2026-04-14,0.0,0.43955451250076294,0,1.3329999446868896,0.0,5.01760196685791,0.0,108.41567993164062
2026-04-15,0.0,0.43955451250076294,0,1.6670000553131104,0.0,5.031198024749756,0.0,108.82534790039062
2026-04-16,0.0,0.43955451250076294,0,1.0,0.0,5.114980220794678,0.0,109.05714416503906
2026-04-17,1.0,0.43955451250076294,0,2.6670000553131104,5.117220878601074,5.146029472351074,90.91455078125,109.98429107666016
2026-04-18,1.0,0.0,0,5.333000183105469,5.568626403808594,4.994015216827393,280.477294921875,88.46174621582031
2026-04-19,0.0,0.0,0,5.333000183105469,0.0,4.9836297035217285,0.0,88.36643981933594
2026-04-20,1.0,0.0,0,5.0,5.107558727264404,4.982339382171631,90.57829284667969,88.37869262695312
2026-04-21,1.0,0.43955451250076294,0,4.666999816894531,5.4376091957092285,4.980753421783447,116.4833984375,88.38374328613281
2026-04-22,0.0,0.43955451250076294,0,1.6670000553131104,0.0,4.951979637145996,0.0,91.25021362304688
2026-04-23,0.0,0.43955451250076294,0,2.6670000553131104,0.0,4.949687480926514,0.0,92.30321502685547
2026-04-24,1.0,0.43955451250076294,0,3.3329999446868896,5.117332935333252,4.979984283447266,78.05157470703125,96.825927734375
2026-04-25,1.0,0.43955451250076294,0,3.3329999446868896,5.141454219818115,4.948049545288086,102.76914978027344,92.14757537841797
2026-04-26,0.0,0.43955451250076294,0,3.3329999446868896,0.0,4.9843363761901855,0.0,97.55241394042969
2026-04-27,0.0,0.43955451250076294,0,3.0,0.0,4.964482307434082,0.0,107.89501190185547
2026-04-28,0.0,0.43955451250076294,0,1.0,0.0,5.0942063331604,0.0,108.88241577148438
2026-04-29,0.0,0.43955451250076294,0,1.6670000553131104,0.0,5.168990135192871,0.0,109.7422866821289
2026-04-30,0.0,0.43955451250076294,0,4.666999816894531,0.0,4.993000507354736,0.0,99.31055450439453
2026-05-01,0.0,0.43955451250076294,0,4.333000183105469,0.0,4.957550525665283,0.0,88.4347915649414
